<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.31	04:38:00	4004.74	4007.24	4003.62	4006.73	91	0	17
2025.10.31	04:39:00	4006.67	4009.50	4005.71	4009.01	95	0	17
2025.10.31	04:40:00	4009.08	4009.50	4004.29	4005.53	91	0	17
2025.10.31	04:41:00	4006.08	4007.05	4004.16	4004.77	89	0	17
2025.10.31	04:42:00	4004.66	4005.35	4003.83	4004.57	86	0	17
2025.10.31	04:43:00	4004.46	4006.48	4003.45	4006.48	87	0	16
2025.10.31	04:44:00	4005.80	4005.80	4001.56	4003.37	91	0	16
2025.10.31	04:45:00	4003.38	4008.99	4003.38	4008.87	93	0	18
2025.10.31	04:46:00	4009.24	4011.71	4009.24	4011.51	91	0	18
2025.10.31	04:47:00	4011.43	4011.60	4008.43	4009.64	86	0	18
2025.10.31	04:48:00	4009.60	4010.28	4008.53	4009.69	85	0	18
2025.10.31	04:49:00	4009.82	4011.96	4009.82	4010.96	86	0	18
2025.10.31	04:50:00	4011.05	4014.18	4010.86	4012.97	84	0	17
2025.10.31	04:51:00	4013.00	4015.37	4012.79	4015.35	87	0	17
2025.10.31	04:52:00	4015.43	4016.71	4015.24	4016.23	87	0	17
2025.10.31	04:53:00	4016.40	4017.27	4015.28	4015.32	85	0	17
2025.10.31	04:54:00	4015.61	4015.61	4010.42	4011.65	86	0	16
2025.10.31	04:55:00	4011.66	4012.33	4009.88	4011.83	89	0	17
2025.10.31	04:56:00	4011.79	4011.79	4010.44	4011.43	78	0	17
2025.10.31	04:57:00	4011.46	4011.81	4008.03	4008.63	89	0	17
2025.10.31	04:58:00	4008.52	4011.50	4008.39	4010.60	79	0	17
2025.10.31	04:59:00	4010.65	4011.30	4010.40	4011.12	77	0	17
2025.10.31	05:00:00	4011.34	4013.83	4011.34	4012.75	87	0	17
2025.10.31	05:01:00	4012.83	4013.30	4010.63	4011.36	79	0	17
2025.10.31	05:02:00	4011.06	4011.06	4008.88	4010.46	86	0	17
2025.10.31	05:03:00	4010.31	4011.80	4007.96	4007.96	91	0	17
2025.10.31	05:04:00	4007.97	4008.55	4005.11	4005.11	95	0	17
2025.10.31	05:05:00	4005.34	4005.85	4001.69	4004.55	96	0	17
2025.10.31	05:06:00	4004.49	4006.75	4003.78	4003.78	86	0	17
2025.10.31	05:07:00	4003.28	4004.32	4001.37	4003.64	91	0	17
2025.10.31	05:08:00	4003.64	4006.84	4003.40	4005.90	87	0	17
2025.10.31	05:09:00	4005.64	4007.76	4004.93	4007.36	85	0	17
2025.10.31	05:10:00	4007.35	4009.03	4003.66	4003.84	93	0	17
2025.10.31	05:11:00	4003.96	4004.85	4000.98	4001.94	93	0	17
2025.10.31	05:12:00	4001.99	4004.12	4000.21	4000.30	90	0	17
2025.10.31	05:13:00	4000.05	4000.36	3990.99	3993.74	99	0	6
2025.10.31	05:14:00	3993.63	3994.37	3990.96	3994.11	92	0	17
2025.10.31	05:15:00	3994.24	3995.63	3993.13	3993.92	91	0	17
2025.10.31	05:16:00	3993.95	3996.41	3993.93	3995.90	89	0	17
2025.10.31	05:17:00	3996.14	3997.52	3995.03	3995.03	90	0	17
2025.10.31	05:18:00	3995.08	3995.78	3994.45	3995.78	78	0	17
2025.10.31	05:19:00	3995.61	3998.56	3995.54	3997.49	88	0	7
2025.10.31	05:20:00	3997.32	4000.10	3996.61	4000.10	91	0	17
2025.10.31	05:21:00	4000.14	4001.28	3999.10	4000.79	85	0	17
2025.10.31	05:22:00	4000.66	4001.45	4000.06	4000.36	78	0	17
2025.10.31	05:23:00	4000.31	4000.99	3999.92	4000.30	76	0	7
2025.10.31	05:24:00	4000.80	4000.99	3998.60	3998.65	79	0	17
2025.10.31	05:25:00	3998.67	3999.46	3996.69	3997.97	89	0	15
2025.10.31	05:26:00	3998.18	3998.60	3996.19	3996.83	91	0	17
2025.10.31	05:27:00	3996.84	3997.50	3995.50	3995.82	91	0	18
2025.10.31	05:28:00	3996.31	3999.57	3996.31	3998.43	83	0	18
2025.10.31	05:29:00	3998.72	4000.16	3997.53	4000.16	85	0	18
2025.10.31	05:30:00	4000.22	4001.51	3999.88	4000.96	86	0	17
2025.10.31	05:31:00	4001.08	4001.21	3999.62	3999.94	71	0	17
2025.10.31	05:32:00	3999.94	4000.08	3998.01	3999.28	79	0	17
2025.10.31	05:33:00	3999.22	4000.40	3998.25	4000.34	71	0	17
2025.10.31	05:34:00	4000.40	4001.85	4000.27	4001.27	73	0	17
2025.10.31	05:35:00	4001.26	4002.76	4001.23	4002.61	74	0	17
2025.10.31	05:36:00	4002.48	4002.95	4002.00	4002.34	62	0	17
2025.10.31	05:37:00	4002.29	4002.29	4001.16	4001.57	71	0	17
2025.10.31	05:38:00	4001.56	4002.68	4001.39	4002.68	65	0	17
2025.10.31	05:39:00	4002.66	4003.65	4002.47	4002.86	61	0	17
2025.10.31	05:40:00	4002.92	4002.96	4002.08	4002.19	67	0	17
2025.10.31	05:41:00	4002.18	4002.36	4000.96	4001.93	59	0	17
2025.10.31	05:42:00	4001.75	4001.75	4000.86	4001.56	56	0	17
2025.10.31	05:43:00	4001.68	4001.68	3998.41	3998.56	83	0	17
2025.10.31	05:44:00	3998.56	3999.79	3997.83	3998.15	84	0	17
2025.10.31	05:45:00	3997.90	3997.90	3994.29	3995.04	91	0	17
2025.10.31	05:46:00	3995.03	3996.30	3994.34	3995.71	91	0	17
2025.10.31	05:47:00	3995.73	3997.46	3995.11	3996.61	83	0	17
2025.10.31	05:48:00	3996.59	3996.98	3995.70	3996.70	75	0	17
2025.10.31	05:49:00	3996.84	3997.94	3996.69	3997.02	69	0	17
2025.10.31	05:50:00	3997.04	3997.99	3996.60	3997.99	70	0	17
2025.10.31	05:51:00	3997.91	3998.55	3997.70	3998.20	59	0	17
2025.10.31	05:52:00	3998.22	3998.62	3997.62	3998.62	50	0	17
2025.10.31	05:53:00	3998.62	3998.62	3996.97	3997.77	69	0	10
2025.10.31	05:54:00	3997.80	3997.85	3996.20	3996.55	71	0	17
2025.10.31	05:55:00	3996.52	3996.52	3994.78	3995.02	74	0	17
2025.10.31	05:56:00	3994.93	3997.46	3994.85	3997.40	72	0	17
2025.10.31	05:57:00	3997.56	3997.69	3996.53	3996.67	62	0	17
2025.10.31	05:58:00	3996.82	3996.82	3995.73	3996.19	53	0	17
2025.10.31	05:59:00	3996.20	3997.07	3996.11	3996.41	57	0	17
2025.10.31	06:00:00	3996.43	3996.55	3994.43	3996.37	75	0	17
2025.10.31	06:01:00	3996.42	3997.57	3996.27	3997.21	66	0	17
2025.10.31	06:02:00	3997.16	3997.34	3994.18	3994.58	78	0	17
2025.10.31	06:03:00	3994.55	3995.87	3994.55	3995.73	60	0	17
2025.10.31	06:04:00	3995.72	3995.93	3994.93	3995.47	52	0	17
2025.10.31	06:05:00	3995.44	3996.18	3995.04	3995.73	51	0	17
2025.10.31	06:06:00	3995.81	3995.81	3992.52	3992.83	63	0	17
2025.10.31	06:07:00	3992.83	3993.16	3990.05	3991.87	92	0	17
2025.10.31	06:08:00	3991.96	3992.57	3989.46	3990.69	88	0	5
2025.10.31	06:09:00	3990.59	3991.87	3989.30	3991.18	87	0	17
2025.10.31	06:10:00	3990.65	3991.45	3989.19	3991.45	82	0	17
2025.10.31	06:11:00	3991.51	3991.88	3990.62	3991.16	74	0	18
2025.10.31	06:12:00	3991.17	3991.62	3989.80	3991.06	76	0	18
2025.10.31	06:13:00	3991.03	3992.54	3990.29	3992.15	80	0	13
2025.10.31	06:14:00	3992.14	3992.14	3990.57	3992.08	61	0	17
2025.10.31	06:15:00	3991.97	3992.06	3991.20	3991.80	75	0	18
2025.10.31	06:16:00	3991.87	3993.64	3991.87	3993.37	65	0	18
2025.10.31	06:17:00	3993.32	3995.37	3992.59	3995.24	82	0	17
2025.10.31	06:18:00	3995.20	3995.89	3994.63	3995.20	71	0	17
2025.10.31	06:19:00	3994.94	3995.36	3994.49	3994.92	61	0	17
2025.10.31	06:20:00	3994.72	3994.72	3993.55	3994.19	58	0	17
2025.10.31	06:21:00	3994.23	3994.41	3993.38	3993.80	56	0	17
2025.10.31	06:22:00	3993.55	3994.21	3992.98	3993.93	62	0	17
2025.10.31	06:23:00	3993.96	3994.48	3993.84	3994.48	68	0	17
2025.10.31	06:24:00	3994.46	3996.17	3994.46	3995.95	74	0	17
2025.10.31	06:25:00	3996.00	3996.35	3995.20	3996.06	73	0	17
2025.10.31	06:26:00	3996.07	3996.41	3995.56	3996.36	65	0	17
2025.10.31	06:27:00	3996.37	3997.63	3996.18	3997.59	53	0	17
2025.10.31	06:28:00	3997.64	4000.05	3997.64	3999.39	87	0	17
2025.10.31	06:29:00	3999.40	4000.96	3999.29	4000.83	76	0	17
2025.10.31	06:30:00	4000.87	4001.50	4000.38	4001.50	75	0	17
2025.10.31	06:31:00	4001.61	4003.98	4001.61	4003.94	84	0	17
2025.10.31	06:32:00	4004.07	4005.90	4002.96	4005.40	88	0	16
2025.10.31	06:33:00	4005.35	4005.35	4001.67	4002.63	84	0	16
2025.10.31	06:34:00	4002.31	4002.31	4000.12	4000.89	88	0	16
2025.10.31	06:35:00	4000.93	4000.93	3999.44	3999.94	78	0	16
2025.10.31	06:36:00	3999.90	4000.85	3998.87	4000.42	83	0	16
2025.10.31	06:37:00	4000.35	4000.35	3999.34	3999.83	74	0	16
2025.10.31	06:38:00	3999.82	4001.18	3999.82	4001.00	75	0	5
2025.10.31	06:39:00	4000.91	4000.97	4000.10	4000.64	64	0	16
2025.10.31	06:40:00	4000.66	4000.76	3999.78	4000.12	55	0	16
2025.10.31	06:41:00	4000.12	4000.24	3999.47	3999.78	60	0	16
2025.10.31	06:42:00	3999.77	4000.04	3999.08	3999.69	57	0	16
2025.10.31	06:43:00	3999.58	4000.73	3999.12	4000.63	56	0	16
2025.10.31	06:44:00	4000.48	4000.56	3999.92	4000.24	51	0	16
2025.10.31	06:45:00	4000.25	4001.87	3999.87	4001.84	56	0	16
2025.10.31	06:46:00	4001.93	4002.61	4001.22	4002.13	75	0	6
2025.10.31	06:47:00	4002.15	4005.04	4001.58	4003.51	72	0	17
2025.10.31	06:48:00	4003.50	4006.30	4003.28	4005.96	83	0	16
2025.10.31	06:49:00	4005.94	4006.16	4005.14	4005.15	66	0	16
2025.10.31	06:50:00	4005.04	4006.53	4004.82	4005.10	73	0	16
2025.10.31	06:51:00	4005.02	4006.77	4004.81	4006.23	78	0	16
2025.10.31	06:52:00	4006.35	4010.53	4005.78	4007.92	85	0	16
2025.10.31	06:53:00	4007.70	4008.49	4005.43	4006.08	89	0	18
2025.10.31	06:54:00	4006.10	4006.73	4005.11	4006.50	89	0	18
2025.10.31	06:55:00	4006.96	4008.15	4006.31	4006.33	75	0	18
2025.10.31	06:56:00	4006.67	4006.67	4004.53	4006.28	83	0	18
2025.10.31	06:57:00	4006.23	4007.48	4005.49	4005.83	72	0	18
2025.10.31	06:58:00	4005.92	4006.85	4005.03	4006.20	74	0	18
2025.10.31	06:59:00	4006.12	4006.24	4004.89	4005.79	68	0	18
2025.10.31	07:00:00	4005.48	4006.20	4003.27	4003.47	73	0	18
2025.10.31	07:01:00	4003.60	4005.78	4003.29	4004.03	76	0	18
2025.10.31	07:02:00	4004.10	4004.34	4001.82	4001.93	70	0	5
2025.10.31	07:03:00	4002.00	4002.90	4001.66	4002.20	80	0	18
2025.10.31	07:04:00	4002.21	4002.23	4000.24	4000.24	69	0	18
2025.10.31	07:05:00	4000.24	4000.79	3999.21	4000.14	79	0	18
2025.10.31	07:06:00	4000.10	4001.36	3999.45	3999.98	71	0	17
2025.10.31	07:07:00	3999.92	4001.01	3996.68	3998.11	82	0	17
2025.10.31	07:08:00	3998.12	3998.34	3996.64	3998.19	85	0	17
2025.10.31	07:09:00	3998.20	3998.26	3996.79	3997.36	68	0	17
2025.10.31	07:10:00	3997.38	3998.09	3996.24	3998.00	88	0	6
2025.10.31	07:11:00	3998.02	3999.23	3997.67	3998.78	77	0	17
2025.10.31	07:12:00	3998.81	3998.87	3997.72	3997.82	69	0	17
2025.10.31	07:13:00	3997.71	3997.76	3996.99	3997.68	74	0	17
2025.10.31	07:14:00	3997.52	3997.93	3996.45	3996.81	71	0	17
2025.10.31	07:15:00	3997.10	3997.91	3996.46	3996.58	73	0	17
2025.10.31	07:16:00	3996.60	3997.14	3995.79	3995.79	78	0	17
2025.10.31	07:17:00	3995.90	3996.80	3995.69	3996.39	61	0	17
2025.10.31	07:18:00	3996.38	3997.23	3994.90	3994.90	72	0	5
2025.10.31	07:19:00	3994.97	3997.57	3994.78	3997.38	70	0	17
2025.10.31	07:20:00	3997.23	3997.35	3995.29	3995.50	66	0	17
2025.10.31	07:21:00	3995.41	3995.66	3994.10	3995.01	76	0	17
2025.10.31	07:22:00	3995.00	3995.09	3994.26	3994.70	57	0	17
2025.10.31	07:23:00	3994.78	3996.26	3994.56	3995.93	68	0	17
2025.10.31	07:24:00	3995.95	3996.01	3995.08	3996.00	51	0	17
2025.10.31	07:25:00	3995.58	3996.81	3995.46	3996.11	71	0	16
2025.10.31	07:26:00	3996.16	3998.28	3995.94	3998.03	72	0	16
2025.10.31	07:27:00	3997.87	3998.80	3997.26	3998.04	79	0	16
2025.10.31	07:28:00	3998.05	3999.90	3998.01	3999.55	77	0	7
2025.10.31	07:29:00	3999.44	4002.93	3999.44	4001.41	84	0	16
2025.10.31	07:30:00	4001.34	4003.53	4000.20	4003.43	89	0	16
2025.10.31	07:31:00	4003.50	4004.43	4000.91	4001.77	86	0	13
2025.10.31	07:32:00	4002.02	4005.62	4002.00	4004.89	83	0	16
2025.10.31	07:33:00	4004.65	4004.85	4001.55	4002.01	84	0	16
2025.10.31	07:34:00	4001.99	4003.19	3999.99	4001.25	85	0	16
2025.10.31	07:35:00	4001.37	4001.88	3998.32	4001.23	89	0	5
2025.10.31	07:36:00	4001.02	4002.35	4000.17	4000.17	82	0	14
2025.10.31	07:37:00	4000.19	4001.75	4000.08	4001.02	83	0	18
2025.10.31	07:38:00	4000.88	4001.38	3999.25	3999.78	82	0	18
2025.10.31	07:39:00	3999.83	4001.08	3999.66	3999.98	86	0	18
2025.10.31	07:40:00	4000.01	4002.25	3999.24	4001.50	82	0	18
2025.10.31	07:41:00	4001.55	4003.17	4001.26	4002.23	80	0	18
2025.10.31	07:42:00	4002.30	4002.77	4000.65	4000.80	73	0	5
2025.10.31	07:43:00	4000.79	4004.01	4000.63	4003.98	65	0	18
2025.10.31	07:44:00	4003.92	4006.69	4003.92	4006.62	78	0	18
2025.10.31	07:45:00	4006.84	4009.33	4006.35	4008.43	93	0	18
2025.10.31	07:46:00	4008.06	4011.06	4007.47	4010.34	97	0	17
2025.10.31	07:47:00	4010.34	4010.89	4009.77	4010.64	87	0	15
2025.10.31	07:48:00	4010.64	4011.41	4008.31	4008.94	87	0	17
2025.10.31	07:49:00	4009.05	4009.05	4006.15	4007.66	91	0	17
2025.10.31	07:50:00	4007.81	4007.85	4005.63	4006.53	82	0	17
2025.10.31	07:51:00	4006.67	4009.21	4006.67	4008.98	81	0	17
2025.10.31	07:52:00	4008.95	4008.95	4006.80	4007.15	81	0	17
2025.10.31	07:53:00	4007.06	4007.65	4007.05	4007.11	67	0	17
2025.10.31	07:54:00	4007.04	4007.48	4006.11	4007.26	76	0	17
2025.10.31	07:55:00	4007.29	4007.29	4005.30	4006.48	82	0	17
2025.10.31	07:56:00	4006.44	4007.88	4005.10	4005.56	89	0	17
2025.10.31	07:57:00	4005.54	4006.37	4004.02	4004.02	75	0	17
2025.10.31	07:58:00	4004.01	4005.29	4003.65	4003.85	81	0	7
2025.10.31	07:59:00	4003.77	4005.29	4003.57	4005.08	74	0	17
2025.10.31	08:00:00	4005.34	4005.58	4002.00	4002.58	87	0	17
2025.10.31	08:01:00	4002.50	4004.25	4002.41	4003.49	81	0	5
2025.10.31	08:02:00	4003.43	4005.97	4003.43	4005.10	70	0	17
2025.10.31	08:03:00	4004.76	4006.77	4004.76	4006.37	90	0	14
2025.10.31	08:04:00	4006.32	4009.36	4006.28	4009.12	89	0	11
2025.10.31	08:05:00	4009.24	4011.29	4008.81	4010.85	85	0	8
2025.10.31	08:06:00	4011.02	4013.03	4010.85	4012.40	86	0	11
2025.10.31	08:07:00	4012.35	4012.35	4007.83	4008.30	84	0	16
2025.10.31	08:08:00	4008.01	4009.42	4007.30	4008.67	84	0	16
2025.10.31	08:09:00	4009.24	4010.48	4008.70	4008.92	77	0	16
2025.10.31	08:10:00	4008.77	4010.76	4008.77	4009.93	81	0	16
2025.10.31	08:11:00	4009.89	4010.22	4008.22	4008.22	80	0	16
2025.10.31	08:12:00	4008.06	4009.81	4007.28	4008.20	80	0	16
2025.10.31	08:13:00	4008.10	4009.40	4007.28	4009.33	78	0	16
2025.10.31	08:14:00	4009.33	4010.05	4008.45	4009.70	79	0	17
2025.10.31	08:15:00	4009.73	4010.92	4008.86	4010.73	87	0	17
2025.10.31	08:16:00	4010.60	4012.55	4010.54	4012.24	74	0	17
2025.10.31	08:17:00	4012.22	4014.94	4012.00	4014.54	86	0	17
2025.10.31	08:18:00	4014.40	4014.61	4013.30	4014.13	83	0	16
2025.10.31	08:19:00	4014.03	4014.04	4011.49	4011.86	86	0	18
2025.10.31	08:20:00	4011.85	4012.53	4010.82	4010.82	83	0	18
2025.10.31	08:21:00	4010.78	4011.19	4007.74	4007.98	91	0	18
2025.10.31	08:22:00	4007.66	4009.80	4006.65	4009.04	87	0	5
2025.10.31	08:23:00	4008.97	4009.43	4008.04	4009.30	74	0	18
2025.10.31	08:24:00	4009.42	4011.85	4009.25	4011.38	71	0	18
2025.10.31	08:25:00	4011.41	4012.56	4011.27	4012.45	67	0	18
2025.10.31	08:26:00	4012.53	4012.84	4009.76	4011.65	86	0	18
2025.10.31	08:27:00	4011.74	4012.01	4008.58	4009.45	77	0	18
2025.10.31	08:28:00	4009.51	4009.79	4008.68	4009.16	67	0	18
2025.10.31	08:29:00	4009.13	4009.61	4008.84	4009.07	59	0	18
2025.10.31	08:30:00	4008.81	4011.25	4008.81	4009.98	76	0	7
2025.10.31	08:31:00	4009.99	4009.99	4008.84	4009.98	63	0	18
2025.10.31	08:32:00	4009.93	4011.28	4009.14	4011.28	65	0	17
2025.10.31	08:33:00	4011.54	4011.81	4009.46	4009.51	78	0	17
2025.10.31	08:34:00	4009.47	4009.55	4007.96	4009.34	76	0	17
2025.10.31	08:35:00	4009.39	4011.57	4008.96	4008.98	77	0	17
2025.10.31	08:36:00	4009.00	4010.04	4008.29	4008.47	73	0	17
2025.10.31	08:37:00	4008.38	4008.64	4007.51	4007.66	76	0	9
2025.10.31	08:38:00	4007.85	4009.21	4007.13	4007.82	83	0	17
2025.10.31	08:39:00	4007.86	4009.23	4007.27	4009.15	74	0	17
2025.10.31	08:40:00	4009.17	4010.46	4008.69	4010.05	75	0	17
2025.10.31	08:41:00	4010.04	4011.22	4009.64	4010.28	82	0	17
2025.10.31	08:42:00	4010.22	4010.49	4008.30	4008.94	76	0	6
2025.10.31	08:43:00	4008.77	4009.02	4007.45	4008.01	76	0	17
2025.10.31	08:44:00	4007.99	4010.32	4007.74	4010.10	71	0	17
2025.10.31	08:45:00	4010.08	4010.43	4008.59	4009.23	70	0	17
2025.10.31	08:46:00	4009.34	4009.72	4008.34	4008.47	72	0	5
2025.10.31	08:47:00	4008.46	4008.99	4007.48	4008.06	72	0	17
2025.10.31	08:48:00	4007.76	4009.94	4006.79	4009.94	81	0	17
2025.10.31	08:49:00	4009.80	4009.81	4006.82	4007.29	76	0	5
2025.10.31	08:50:00	4007.27	4008.45	4005.10	4006.00	79	0	5
2025.10.31	08:51:00	4006.10	4008.95	4006.10	4008.32	81	0	5
2025.10.31	08:52:00	4008.32	4009.20	4007.55	4007.71	72	0	5
2025.10.31	08:53:00	4007.72	4008.54	4007.72	4008.15	60	0	5
2025.10.31	08:54:00	4008.25	4008.75	4007.60	4008.35	62	0	5
2025.10.31	08:55:00	4008.08	4008.60	4007.00	4007.41	67	0	5
2025.10.31	08:56:00	4007.42	4010.87	4007.35	4010.87	83	0	5
2025.10.31	08:57:00	4011.28	4013.14	4011.26	4013.14	84	0	5
2025.10.31	08:58:00	4012.92	4013.93	4012.13	4013.54	71	0	5
2025.10.31	08:59:00	4013.42	4014.47	4013.06	4013.14	83	0	16
2025.10.31	09:00:00	4012.98	4013.92	4009.64	4010.17	75	0	10
2025.10.31	09:01:00	4010.75	4012.31	4009.10	4011.33	83	0	5
2025.10.31	09:02:00	4011.35	4011.38	4008.87	4010.04	85	0	17
2025.10.31	09:03:00	4009.73	4012.54	4007.67	4012.11	89	0	17
2025.10.31	09:04:00	4012.17	4016.61	4011.92	4015.71	86	0	5
2025.10.31	09:05:00	4015.52	4016.71	4011.85	4013.61	97	0	17
2025.10.31	09:06:00	4013.64	4013.64	4011.86	4013.13	86	0	17
2025.10.31	09:07:00	4013.04	4013.04	4011.21	4011.77	85	0	17
2025.10.31	09:08:00	4011.74	4013.45	4011.06	4013.06	87	0	17
2025.10.31	09:09:00	4013.13	4013.13	4008.85	4009.02	78	0	16
2025.10.31	09:10:00	4008.91	4009.26	4007.61	4008.24	81	0	15
2025.10.31	09:11:00	4008.23	4009.90	4008.23	4008.67	80	0	16
2025.10.31	09:12:00	4008.83	4010.93	4008.79	4009.92	90	0	17
2025.10.31	09:13:00	4009.97	4012.65	4009.97	4012.65	82	0	17
2025.10.31	09:14:00	4012.66	4015.56	4011.69	4015.53	88	0	17
2025.10.31	09:15:00	4015.59	4016.78	4014.19	4016.05	88	0	16
2025.10.31	09:16:00	4016.06	4017.17	4014.98	4016.37	82	0	16
2025.10.31	09:17:00	4016.37	4019.02	4016.22	4018.36	78	0	16
2025.10.31	09:18:00	4018.13	4020.40	4017.37	4017.95	92	0	5
2025.10.31	09:19:00	4017.93	4018.71	4016.83	4017.58	77	0	16
2025.10.31	09:20:00	4017.92	4019.64	4017.87	4019.64	76	0	16
2025.10.31	09:21:00	4020.23	4021.13	4018.81	4020.17	81	0	16
2025.10.31	09:22:00	4020.30	4023.19	4019.65	4021.91	84	0	16
2025.10.31	09:23:00	4021.73	4023.00	4019.91	4021.13	86	0	16
2025.10.31	09:24:00	4021.11	4021.56	4020.20	4020.64	74	0	16
2025.10.31	09:25:00	4020.55	4020.73	4019.85	4020.12	76	0	14
2025.10.31	09:26:00	4020.10	4020.53	4019.26	4019.44	75	0	5
2025.10.31	09:27:00	4019.29	4019.55	4018.92	4019.22	75	0	16
2025.10.31	09:28:00	4019.15	4021.93	4018.94	4021.76	71	0	5
2025.10.31	09:29:00	4021.76	4023.70	4021.28	4023.46	79	0	16
2025.10.31	09:30:00	4023.46	4023.64	4022.03	4023.29	81	0	6
2025.10.31	09:31:00	4023.24	4024.17	4022.02	4024.15	83	0	17
2025.10.31	09:32:00	4024.37	4025.30	4022.02	4022.28	86	0	14
2025.10.31	09:33:00	4022.20	4023.43	4021.26	4021.62	79	0	17
2025.10.31	09:34:00	4021.46	4022.18	4020.85	4021.04	82	0	5
2025.10.31	09:35:00	4021.14	4021.28	4018.20	4018.85	79	0	16
2025.10.31	09:36:00	4018.77	4020.91	4018.14	4020.00	79	0	16
2025.10.31	09:37:00	4019.75	4019.91	4018.82	4019.46	79	0	17
2025.10.31	09:38:00	4019.46	4019.58	4018.39	4019.30	81	0	17
2025.10.31	09:39:00	4019.32	4019.69	4017.69	4018.57	84	0	16
2025.10.31	09:40:00	4018.56	4018.56	4017.96	4018.06	69	0	16
2025.10.31	09:41:00	4018.08	4019.19	4017.91	4019.12	76	0	16
2025.10.31	09:42:00	4019.14	4019.27	4018.36	4018.85	73	0	5
2025.10.31	09:43:00	4018.73	4019.22	4015.96	4016.28	79	0	16
2025.10.31	09:44:00	4016.21	4016.83	4012.05	4012.33	89	0	5
2025.10.31	09:45:00	4012.54	4014.96	4012.52	4013.83	83	0	16
2025.10.31	09:46:00	4013.98	4016.09	4013.67	4016.01	87	0	16
2025.10.31	09:47:00	4015.97	4016.37	4015.38	4015.55	64	0	16
2025.10.31	09:48:00	4015.57	4018.28	4015.57	4018.28	78	0	16
2025.10.31	09:49:00	4018.86	4019.85	4018.27	4018.29	66	0	6
2025.10.31	09:50:00	4018.15	4018.56	4016.13	4016.33	77	0	5
2025.10.31	09:51:00	4016.32	4016.70	4015.40	4016.47	67	0	15
2025.10.31	09:52:00	4016.50	4017.32	4015.63	4016.02	65	0	14
2025.10.31	09:53:00	4016.05	4017.25	4015.97	4016.88	60	0	8
2025.10.31	09:54:00	4016.77	4017.69	4016.51	4017.38	73	0	17
2025.10.31	09:55:00	4017.64	4021.77	4017.63	4021.24	83	0	16
2025.10.31	09:56:00	4021.39	4022.52	4020.00	4022.09	85	0	5
2025.10.31	09:57:00	4022.05	4023.89	4021.80	4022.74	93	0	17
2025.10.31	09:58:00	4022.40	4022.69	4020.36	4020.83	84	0	5
2025.10.31	09:59:00	4020.82	4022.48	4020.82	4021.03	87	0	16
2025.10.31	10:00:00	4021.21	4021.91	4019.05	4020.06	87	0	15
2025.10.31	10:01:00	4020.05	4022.32	4019.73	4022.23	86	0	5
2025.10.31	10:02:00	4022.05	4023.01	4020.92	4022.46	82	0	16
2025.10.31	10:03:00	4022.63	4024.52	4022.30	4024.18	88	0	13
2025.10.31	10:04:00	4024.21	4024.28	4021.90	4022.94	87	0	16
2025.10.31	10:05:00	4022.98	4025.76	4022.92	4025.38	81	0	16
2025.10.31	10:06:00	4025.29	4026.15	4023.74	4026.04	83	0	11
2025.10.31	10:07:00	4026.11	4026.63	4025.21	4026.62	73	0	5
2025.10.31	10:08:00	4026.67	4026.76	4026.27	4026.57	69	0	7
2025.10.31	10:09:00	4026.46	4026.55	4024.72	4026.08	83	0	5
2025.10.31	10:10:00	4026.08	4026.58	4025.25	4025.63	71	0	5
2025.10.31	10:11:00	4025.98	4026.57	4025.51	4026.15	80	0	5
2025.10.31	10:12:00	4026.18	4026.19	4023.07	4024.15	85	0	5
2025.10.31	10:13:00	4024.12	4025.22	4023.53	4024.82	93	0	5
2025.10.31	10:14:00	4024.56	4024.59	4023.16	4023.35	77	0	5
2025.10.31	10:15:00	4023.04	4023.19	4022.24	4022.86	79	0	5
2025.10.31	10:16:00	4022.84	4022.84	4022.03	4022.03	66	0	16
2025.10.31	10:17:00	4022.03	4022.51	4020.92	4021.01	85	0	17
2025.10.31	10:18:00	4021.00	4021.76	4020.72	4021.23	83	0	5
2025.10.31	10:19:00	4021.26	4022.61	4020.72	4022.13	88	0	12
2025.10.31	10:20:00	4021.89	4023.29	4021.82	4022.66	79	0	16
2025.10.31	10:21:00	4023.00	4024.12	4020.75	4020.82	72	0	9
2025.10.31	10:22:00	4020.85	4021.30	4020.15	4021.17	77	0	5
2025.10.31	10:23:00	4021.11	4021.46	4020.59	4021.13	69	0	17
2025.10.31	10:24:00	4021.10	4022.01	4020.55	4021.26	71	0	16
2025.10.31	10:25:00	4021.25	4021.91	4021.01	4021.50	68	0	13
2025.10.31	10:26:00	4021.58	4023.17	4019.53	4019.59	85	0	15
2025.10.31	10:27:00	4019.64	4020.53	4018.27	4020.52	74	0	17
2025.10.31	10:28:00	4020.30	4021.92	4020.23	4020.90	86	0	16
2025.10.31	10:29:00	4020.82	4021.21	4020.32	4020.91	77	0	16
2025.10.31	10:30:00	4021.39	4021.84	4020.21	4021.07	79	0	5
2025.10.31	10:31:00	4021.11	4022.14	4020.70	4021.55	63	0	16
2025.10.31	10:32:00	4021.63	4023.48	4020.05	4022.36	81	0	16
2025.10.31	10:33:00	4022.36	4023.07	4020.10	4020.35	80	0	5
2025.10.31	10:34:00	4020.15	4022.29	4018.88	4019.15	84	0	5
